APN,Minority_Owned,Female_Owned,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
ZZZZZZZZZZZZZ,,,BL-016499,WINDOW AND DOOR REPLACEMENT COMPANY,Construction or Contractor,SIVAN WINDOWS AND DOORS,238350 - Finish Carpentry Contractors,C,2,Corporation,,19865 NORDHOFF ST,,NORTHRIDGE,CA,91324-3331,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 189101200,Yes,No,BL-003069,MIXED USE PROPERTY - 24 UNITS,Rental of Real Property,LAW & ASSOCIATES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,LAW & ASSOCIATES,PO BOX 225217,,SAN FRANCISCO,CA,94122,Business Owner,2429   SHATTUCK AVE,BERKELEY,CA,94704,"2429 SHATTUCK AVE
BERKELEY, CA 94704
(37.865082, -122.267425)"
053 168000200,,,BL-016199,MULTI-RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,"TRENT R. RHODES-OUSLEY SUB-TRUST OF THE RHODES FAMILY TR. DATED MARCH 13,1989",531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,"TRENT R. RHODES-OUSLEY SUB-TRUST OF THE RHODES FAMILY TR. DATED MARCH 13,1989",2709 DWIGHT WAY,,BERKELEY,CA,94704-3152,Business Owner,1947 OREGON ST,BERKELEY,CA,94703,"1947 OREGON ST
BERKELEY, CA 94703
(37.857304, -122.269246)"
,No,No,BL-000126,CONSTRUCTION (CELL TOWER),Construction or Contractor,ELECTRIC TECH CONSTRUCTION INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,100,Corporation,,1910 MARK CT. STE 130,,CONCORD,CA,94520-1280,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-012027,COUNSELING AGENCY,Non Profit Organizations,ECHO HOUSING,"541614 - Process, Physical Distribution, and Logistics Consulting Services",N,11,Corporation,ECHO HOUSING,22551 2ND ST STE 200,,HAYWARD,CA,94541-4136,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
060 245000301,No,No,BL-032428,INTERNET SALES,Retail Trade,COUNTRY JOE'S COUNTY STORE,451220,R,2,Sole Ownership,COUNTRY JOE'S COUNTY STORE,PO BOX 7064,,BERKELEY,CA,94707,Business Owner,1940   YOLO AVE,BERKELEY,CA,94707,"1940 YOLO AVE
BERKELEY, CA 94707
(37.885618, -122.272978)"
057 203401200,,,BL-007010,RESTAURANT,Retail Trade,SIMPLY BOWL,722511 - Full-Service Restaurants,R,9,Corporation,SIMPLY BOWL,1050 FONTANA DR,,ALAMEDA,CA,945026820,Business Owner,2156 UNIVERSITY AVE,BERKELEY,CA,94704,"2156 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872273, -122.267025)"
ZZZZZZZZZZZZZ,No,No,BL-002059,CONSULTING ENGINEERS,Professional SemiProfessional,BROWN AND CALDWELL,541330 - Engineering Services,P,0,Corporation,BROWN AND CALDWELL,1527 COLE BLVD STE 300,,LAKEWOOD,CO,80401-3423,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CO 94704"
ZZZZZZZZZZZZZ,No,No,BL-039469,GENERAL CONTRACTOR,Construction or Contractor,DAVENPORT BUILDERS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,,2808 ELLSWORTH ST,,BERKELEY,CA,94705-1022,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
056 195900200,No,No,BL-020165,COMMERCIAL RENTAL PROPERTY LT INDUSTRIAL,Rental of Real Property,SIMMONS PATRICK R,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3,Partnership,SIMMONS PATRICK R,732 ADDISON ST STE C,,BERKELEY,CA,94710,Business Owner,732   ADDISON ST,BERKELEY,CA,94710,"732 ADDISON ST
BERKELEY, CA 94710
(37.866338, -122.299062)"
053 167400700,Yes,Yes,BL-033084,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,GREINKE KATHLEEN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,GREINKE KATHLEEN,1640 LINCOLN ST,,BERKELEY,CA,94703-1224,Business Owner,1631   OREGON ST,BERKELEY,CA,94703,"1631 OREGON ST
BERKELEY, CA 94703
(37.856468, -122.275975)"
058 219401200,No,No,BL-020130,RENTAL PROPERTY - DUPLEX,Rental of Real Property,ANDERSON PAULA/JEC ASSOCIATES,531110 - Lessors of Residential Buildings and Dwellings,L,0,,ANDERSON PAULA/JEC ASSOCIATES,1035 SAN PABLO AVE STE 12,,BERKELEY,CA,94706-2277,Business Owner,2403   VIRGINIA ST,BERKELEY,CA,94709,"2403 VIRGINIA ST
BERKELEY, CA 94709
(37.877577, -122.262476)"
057 205301100,No,Yes,BL-037631,TAILORING/ALTERATION,Business Personal Repair Svs,UNI TAILOR,811490 - Other Personal and Household Goods Repair and Maintenance,B,4,Sole Ownership,UNI TAILOR,2013 UNIVERSITY AVE # B,,BERKELEY,CA,94704-1005,Business Owner,2013   UNIVERSITY AVE,BERKELEY,CA,94704,"2013 UNIVERSITY AVE
BERKELEY, CA 94704
(37.871937, -122.270334)"
052 155801401,No,Yes,BL-053026,BIRTH CENTER,Professional SemiProfessional,PACIFICA FAMILY MATERNITY CENTER,621410 - Family Planning Centers,P,8,Corporation,PACIFICA FAMILY MATERNITY CENTER,3101 TELEGRAPH AVE,,BERKELEY,CA,94705,Business Owner,3101   TELEGRAPH AVE,BERKELEY,CA,94705,"3101 TELEGRAPH AVE
BERKELEY, CA 94705
(37.853607, -122.260033)"
,No,No,BL-019118,MEDICAL PRODUCTS,Wholesale Trade,MEDELA LLC,424990 - Other Miscellaneous Nondurable Goods Merchant Wholesalers,W,0,LLC,MEDELA LLC,1101 CORPORATE DR,,MCHENRY,IL,600507006,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, IL 94704"
057 211400201,No,Yes,BL-047833,BED & BATH STORE,Retail Trade,EARTHSAKE,442299 - All Other Home Furnishings Stores,R,6,Corporation,EARTHSAKE,815 GILMAN ST,,BERKELEY,CA,94710,Business Owner,1772   FOURTH ST,BERKELEY,CA,94710,"1772 FOURTH ST
BERKELEY, CA 94710
(37.870965, -122.300963)"
055 189902501,No,No,BL-046144,RENTAL PROPERTY,Rental of Real Property,CHANNING PARTNERS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,CHANNING PARTNERS LLC,2941 TELEGRAPH AVE,,BERKELEY,CA,94705-2017,Business Owner,1930   CHANNING WAY,BERKELEY,CA,94704,"1930 CHANNING WAY
BERKELEY, CA 94704
(37.865362, -122.270837)"
056 199902001,,,BL-006834,LESSOR OF ASSISTED LIVING FACILITY,Rental of Real Property,WELLTOWER VICTORY III LANDLORD LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,WELLTOWER VICTORY III LANDLORD LLC,4500 DORR ST,,TOLEDO,OH,43615-4040,Business Owner,2235 SACRAMENTO ST,BERKELEY,CA,94702,"2235 SACRAMENTO ST
BERKELEY, OH 94702
(37.866293, -122.28147)"
054 178901000,Yes,Yes,BL-032200,RENTAL PROPERTY/4 UNITS,Rental of Real Property,SANCHEZ ANTONIO/CONSUELO,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,SANCHEZ ANTONIO/CONSUELO,1010 ALLSTON WAY,,BERKELEY,CA,947102126,Business Owner,1211   PARKER ST,BERKELEY,CA,94702,"1211 PARKER ST
BERKELEY, CA 94702
(37.859727, -122.286419)"
053 162800900,Yes,No,BL-040407,RENTAL PROPERTY - 7 UNITS,Rental of Real Property,AIYUB MOHAMMAD,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,AIYUB MOHAMMAD,1245 ASHBY AVE,,BERKELEY,CA,94702,Business Owner,1245   ASHBY AVE,BERKELEY,CA,94702,"1245 ASHBY AVE
BERKELEY, CA 94702
(37.85258, -122.28451)"
,,,BL-010983,WINE MERCHANT & LOUNGE,Retail Trade,BABY GRAPE LLC,722410 - Drinking Places (Alcoholic Beverages),R,2,LLC,BABY GRAPE LLC,800 UNIVERSITY AVE,,BERKELEY,CA,947102021,Business Owner,800 UNIVERSITY AVE,BERKELEY,CA,94710,"800 UNIVERSITY AVE
BERKELEY, CA 94710
(37.86771, -122.298465)"
ZZZZZZZZZZZZZ,No,No,BL-046183,SUB CONTRACTOR - ELECTRICAL,Construction or Contractor,MCH ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,8,Corporation,MCH ELECTRIC INC,7693 LONGARD RD,,LIVERMORE,CA,94551-8208,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-010111,JUNK REMOVAL SERIVCE,Business Personal Repair Svs,TRASH ITT,562219 - Other Nonhazardous Waste Treatment and Disposal,B,2,Partnership,TRASH ITT,1316 RUSSELL ST,,BERKELEY,CA,94702-2433,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-016050,RESIDENTIAL CONSTRUCTION,Construction or Contractor,GOOD GUYS ROOFING INC,236118 - Residential Remodelers,C,5,Corporation,GOOD GUYS ROOFING INC,5500 STEWART AVE STE 117,,FREMONT,CA,94538-3100,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,Yes,Yes,BL-037663,HAIR STYLIST,Business Personal Repair Svs,ANITRA P RAJU,812112 - Beauty Salons,B,0,Sole Ownership,ANITRA P RAJU,18022 SILVERADO RD,,HAYWARD,CA,94541-4628,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-016032,SUBCONTRACTOR,Construction or Contractor,UNIQUE BUILDING GROUP INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,,9822 WAPLES ST,,SAN DIEGO,CA,92121,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015116,GENERAL CONTRACTOR,Construction or Contractor,LRG BUILDER SERVICES INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,46,Corporation,,PO BOX 1685,,PATTERSON,CA,95363-1685,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 207001300,No,No,BL-030074,COMMERCIAL RENTAL - STORE,Rental of Real Property,COLLEGE/DURANT VENTURE,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Corporation,COLLEGE/DURANT VENTURE,2437 DURANT AVE,,BERKELEY,CA,94704-1610,Business Owner,1601   UNIVERSITY AVE,BERKELEY,CA,94703,"1601 UNIVERSITY AVE
BERKELEY, CA 94703
(37.870773, -122.279566)"
ZZZZZZZZZZZZZ,,,BL-014393,ELECTRICAL CONTRACTOR,Construction or Contractor,COIL INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,32,Corporation,,1307 HAYES ST,,SAN FRANCISCO,CA,94117-1495,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 205300801,,,BL-015891,VINTAGE CLOTHING-MEN & WOMEN,Retail Trade,SECONDHAND HUSTLE BERKELEY LLC,448190 - Other Clothing Stores,R,1,LLC,SECONDHAND HUSTLE BERKELEY LLC,948 W TAYLOR ST,,SAN JOSE,CA,951261849,Business Owner,2037 UNIVERSITY AVE,BERKELEY,CA,94704,"2037 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872008, -122.269784)"
058 216802300,Yes,Yes,BL-045163,RENTAL PROPERTY  3 UNITS,Rental of Real Property,SUN LIHUA & LI XIAOYUAN,531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,SUN LIHUA & LI XIAOYUAN,65 SOUTHAMPTON AVE,,BERKELEY,CA,94707-2034,Business Owner,1810   FRANCISCO ST,BERKELEY,CA,94703,"1810 FRANCISCO ST
BERKELEY, CA 94703
(37.874884, -122.275236)"
053 166100503,Yes,No,BL-018733,CONCRETE DESIGN/SALES,Business Personal Repair Svs,CHENG DESIGN CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,CHENG DESIGN CONSTRUCTION,2808 SAN PABLO AVE,,BERKELEY,CA,94702,Business Owner,2806   SAN PABLO AVE,BERKELEY,CA,94702,"2806 SAN PABLO AVE
BERKELEY, CA 94702
(37.856018, -122.287995)"
055 191303800,,,BL-015881,SOURDOUGH BREAD BAKERY,Retail Trade,GROUND BAKING CO,445291 - Baked Goods Stores,R,1,Sole Ownership,GROUND BAKING CO,1548 CHANNING WAY,,BERKELEY,CA,947031648,Business Owner,1548 CHANNING WAY,BERKELEY,CA,94703,"1548 CHANNING WAY
BERKELEY, CA 94703
(37.864186, -122.279955)"
057 202500503,No,No,BL-031888,GENERAL CONTRACTOR,Construction or Contractor,CALIA CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3,Corporation,,2071 ADDISON ST,,BERKELEY,CA,94704-1103,Business Owner,2071   ADDISON ST,BERKELEY,CA,94704,"2071 ADDISON ST
BERKELEY, CA 94704
(37.871078, -122.26898)"
052 156701800,,,BL-016193,,Business Personal Repair Svs,BROWS BY THE BAY THREADING SALON LLC,812112 - Beauty Salons,B,0,LLC,BROWS BY THE BAY THREADING SALON LLC,334 S 36TH ST,,RICHMOND,CA,94804-3230,Business Owner,2953 COLLEGE AVE,BERKELEY,CA,94705,"2953 COLLEGE AVE
BERKELEY, CA 94705
(37.857276, -122.253075)"
053 162301801,No,No,BL-023512,NON PROFIT RENTALS/6 UNITS,Non Profit Organizations,AFFORDABLE HOUSING ASSOCIATES,531110 - Lessors of Residential Buildings and Dwellings,N,4,Corporation,AFFORDABLE HOUSING ASSOCIATES,1835 ALCATRAZ AVE,,BERKELEY,CA,94703,Business Owner,1317   ASHBY AVE,BERKELEY,CA,94702,"1317 ASHBY AVE
BERKELEY, CA 94702
(37.852897, -122.282962)"
055 184500900,Yes,No,BL-046931,ESPRESSO MACHINE SALES & SERVICE,Retail Trade,DE ANGELIS ESPRESSO,443111,R,0,Sole Ownership,DE ANGELIS ESPRESSO,2616 COLLEGE AVE,,BERKELEY,CA,94704-3407,Business Owner,2616   COLLEGE AVE,BERKELEY,CA,94704,"2616 COLLEGE AVE
BERKELEY, CA 94704
(37.863087, -122.253644)"
056 193700300,No,No,BL-035392,RESIDENTIAL -,Rental of Real Property,LAWRENCE EDWARD H JR TR,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAWRENCE EDWARD H JR TR,1905 MAR WEST ST,,BELVEDERE TIBURON,CA,94920,Business Owner,938   BANCROFT WAY,BERKELEY,CA,94710,"938 BANCROFT WAY
BERKELEY, CA 94710
(37.864063, -122.293517)"
057 208303000,No,Yes,BL-011080,RESIDENTIAL RENTAL PROPERTY 4 UNITS,Rental of Real Property,ROBERTS BILL & RANDICE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,ROBERTS BILL & RANDICE,1905 CURTIS ST STE B,,BERKELEY,CA,94702-1615,Business Owner,1903   CURTIS ST A,BERKELEY,CA,94702,"1903 CURTIS ST A
BERKELEY, CA 94702
(37.87077, -122.289665)"
,Yes,Yes,BL-041518,BARBER,Business Personal Repair Svs,PENDLETON RONNIE,812112 - Beauty Salons,B,0,Sole Ownership,,1515 1/2 STUART ST,,BERKELEY,CA,94703,Business Owner,3047 SACRAMENTO ST,BERKELEY,CA,94703,"3047 SACRAMENTO ST
BERKELEY, CA 94703
(37.852102, -122.278658)"
054 177800202,,,BL-005817,CREATIVE SERVICES AGENCY,Professional SemiProfessional,OFF BASE PRODUCTIONS,541519 - Other Computer Related Services,P,27,Partnership,OFF BASE PRODUCTIONS,2560 9TH ST STE 312,SUITE 312,BERKELEY,CA,94710-2500,Business Owner,2560 NINTH ST 312,BERKELEY,CA,94710,"2560 NINTH ST 312
BERKELEY, CA 94710"
054 172002100,,,BL-037723,RENTAL PROPERTY (3 UNITS),Rental of Real Property,MASURET SUZANNE & BOBBY,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,MASURET SUZANNE & BOBBY,2128 WARD ST,,BERKELEY,CA,94705,Business Owner,2118   WARD ST,BERKELEY,CA,94705,"2118 WARD ST
BERKELEY, CA 94705
(37.85955, -122.266108)"
058 215803700,No,No,BL-032843,MULTI RESIDENTIAL - 6 UNITS,Rental of Real Property,ZAMANIAN CLAUDE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,ZAMANIAN CLAUDE,PO BOX 9703,,BERKELEY,CA,94709,Business Owner,1640   FRANCISCO ST,BERKELEY,CA,94703,"1640 FRANCISCO ST
BERKELEY, CA 94703
(37.874496, -122.278391)"
,No,Yes,BL-000369,GENERAL CONSTRUCTION,Construction or Contractor,BROWNCO CONSTRUCTION & DEV. INC,236118 - Residential Remodelers,C,12,Corporation,,21 JORDAN ST,,SAN RAFAEL,CA,94901-3918,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
053 166102801,No,No,BL-008245,COMMERICAL RENTAL/WAREHOUSE,Rental of Real Property,LONSTON ULRIC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,LONSTON ULRIC,360 RAILROAD AVE,,SOUTH SAN FRANCISCO,CA,94080,Business Owner,2809   TENTH ST,BERKELEY,CA,94710,"2809 TENTH ST
BERKELEY, CA 94710
(37.855556, -122.289053)"
055 186800500,No,Yes,BL-010161,SINGLE FAMILY RESIDENCE,Rental of Real Property,PYLKKANEN DARLENE & ANNA L,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,PYLKKANEN DARLENE & ANNA L,2044 PALM AVE,,REDWOOD CITY,CA,94061,Business Owner,2727   HASTE ST,BERKELEY,CA,94704,"2727 HASTE ST
BERKELEY, CA 94704
(37.866692, -122.252696)"
,No,No,BL-042560,MEDICAL OFFICE,Non Profit Organizations,SUTTER BAY MEDICAL FOUNDATION DBA SEBMF,621111 - Offices of Physicians (except Mental Health Specialists),N,15,,SUTTER BAY MEDICAL FOUNDATION DBA SEBMF,139 KIFER CT,,SUNNYVALE,CA,94086-5160,Business Owner,2850 TELEGRAPH AVE 120,BERKELEY,CA,94705,"2850 TELEGRAPH AVE 120
BERKELEY, CA 94705
(37.857979, -122.259392)"
052 154301500,No,No,BL-028417,RENTAL PROPERTY/9 UNITS,Rental of Real Property,ST JOHN MICHAEL/BENJAMIN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Partnership,ST JOHN MICHAEL/BENJAMIN,PO BOX 2692,,BERKELEY,CA,94702-0692,Business Owner,1611   FAIRVIEW ST,BERKELEY,CA,94703,"1611 FAIRVIEW ST
BERKELEY, CA 94703
(37.850039, -122.275676)"
,,,BL-004259,INSTALLATION OF STORM DRAINS,Construction or Contractor,TDW CONSTRUCTION INC,237110 - Water and Sewer Line and Related Structures Construction,C,15,Corporation,CFO,PO BOX 111,,LIVERMORE,CA,94551-0111,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,Yes,Yes,BL-040654,RENTAL PROPERTY-13 UNITS,Rental of Real Property,"1936 BLAKE ST, BERKELEY CA LLC",531110 - Lessors of Residential Buildings and Dwellings,L,0,,"1936 BLAKE ST, BERKELEY CA LLC",PO BOX 330365,,SAN FRANCISCO,CA,94133-0365,Business Owner,1936   BLAKE ST,BERKELEY,CA,94704,"1936 BLAKE ST
BERKELEY, CA 94704
(37.86267, -122.270258)"
055 182200201,,No,BL-002783,RENATL PROPERTY,Rental of Real Property,MMP CHESTNUT LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MMP CHESTNUT LLC,2200 DWIGHT WAY STE A,,BERKELEY,CA,94704-2127,Business Owner,2506 SHATTUCK AVE,BERKELEY,CA,94704,"2506 SHATTUCK AVE
BERKELEY, CA 94704
(37.86366, -122.267392)"
057 202801100,Yes,Yes,BL-001744,MOTEL 27 ROOMS,Rental of Real Property,DOWNTOWN BERKELEY INN,721110 - Hotels (except Casino Hotels) and Motels,L,2,LLC,DOWNTOWN BERKELEY INN,2001 BANCROFT WAY,,BERKELEY,CA,94704,Business Owner,2001   BANCROFT WAY,BERKELEY,CA,94704,"2001 BANCROFT WAY
BERKELEY, CA 94704
(37.867302, -122.269965)"
ZZZZZZZZZZZZZ,No,No,BL-048406,GENERAL CONTRACTOR,Construction or Contractor,TURNER CONSTRUCTION CO,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,6,Corporation,,300 FRANK H OGAWA PLZ STE 510,,OAKLAND,CA,94612-2040,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 189802700,No,No,BL-014497,RENTAL PROPERTY 10 UNITS,Rental of Real Property,YEE ROBERT ET AL,531110 - Lessors of Residential Buildings and Dwellings,L,0,,YEE ROBERT ET AL,1035 SAN PABLO AVE STE 12,,BERKELEY,CA,94706,Business Owner,1932   HASTE ST,BERKELEY,CA,94704,"1932 HASTE ST
BERKELEY, CA 94704
(37.864463, -122.270673)"
055 182201400,No,Yes,BL-044629,PSYCHOTHERAPY PRACTICE,Professional SemiProfessional,"LUFT SHIRA, LCSW",621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,,3824 GRAND AVE,,OAKLAND,CA,94610,Business Owner,2001   BLAKE ST,BERKELEY,CA,94704,"2001 BLAKE ST
BERKELEY, CA 94704
(37.862778, -122.269397)"
ZZZZZZZZZZZZZ,No,No,BL-044053,CONTRACTOR,Construction or Contractor,"GOLDEN GATE SIGN CO, INC.","238190 - Other Foundation, Structure, and Building Exterior Contractors",C,30,Sole Ownership,,2500 BISSO LN STE 200,,CONCORD,CA,94520-4826,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-016487,SECURITY ALARM MONITORING,Construction or Contractor,A3 SMART HOME LP,238990 - All Other Specialty Trade Contractors,C,0,LLC,,1277 TREAT BLVD STE 1000,,WALNUT CREEK,CA,94597-8863,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
056 196301506,,,BL-007901,IT CONSULTING & DESIGN DEVELOPMENT,Professional SemiProfessional,BABER TECHNICAL CONSULTING INC,541512 - Computer Systems Design Services,P,8,Corporation,BABER TECHNICAL CONSULTING INC,2236A 6TH ST,,BERKELEY,CA,94710,Business Owner,2246 SIXTH ST,BERKELEY,CA,94710,"2246 SIXTH ST
BERKELEY, CA 94710
(37.863707, -122.296291)"
052 155700200,,,BL-015775,ESTHETIC SERVICES,Business Personal Repair Svs,CE'S TRANQUILITY LLC,812112 - Beauty Salons,B,1,LLC,CE'S TRANQUILITY LLC,164 6TH AVE,,SAN FRANCISCO,CA,941181326,Business Owner,3120 TELEGRAPH AVE 9,BERKELEY,CA,94705,"3120 TELEGRAPH AVE 9
BERKELEY, CA 94705
(37.853147, -122.260086)"
055 190400100,No,Yes,BL-008337,PHYSICAL THERAPY,Professional SemiProfessional,LEVY DEENA M A P T,"621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists",P,0,Sole Ownership,LEVY DEENA M A P T,2303 GRANT ST,,BERKELEY,CA,94703,Business Owner,2303   GRANT ST,BERKELEY,CA,94703,"2303 GRANT ST
BERKELEY, CA 94703
(37.866482, -122.274737)"
061 260204301,No,No,BL-024135,COMMERCIAL RENTAL PROPERTY STORE,Rental of Real Property,FORCUM EDWARD & ANNI,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,FORCUM EDWARD & ANNI,1857 SOLANO AVE,,BERKELEY,CA,94707-2306,Business Owner,1857   SOLANO AVE,BERKELEY,CA,94707,"1857 SOLANO AVE
BERKELEY, CA 94707
(37.891417, -122.278378)"
055 187301400,No,No,BL-006059,RESIDENTIAL RENTAL 24 UNITS,Rental of Real Property,CASA BONITA APARTMENTS,531110 - Lessors of Residential Buildings and Dwellings,L,1,,CASA BONITA APARTMENTS,2255 CONTRA COSTA BLVD STE 307,,PLEASANT HILL,CA,94523,Business Owner,2605   HASTE ST,BERKELEY,CA,94704,"2605 HASTE ST
BERKELEY, CA 94704
(37.866346, -122.256094)"
ZZZZZZZZZZZZZ,,,BL-006789,"REMODEL HOUSES, WINDOWS & DOOR INSTALLATION",Construction or Contractor,TN REMODELING,236118 - Residential Remodelers,C,0,Sole Ownership,,5115 BLACK OAK RD,,CONCORD,CA,94521-4516,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 189101000,,,BL-007043,ORGANIZATION OF CULTURAL & ARTISTIC PERFORMANCES,Entertainment Recreation,SAHARA EVENTS,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities",E,0,Sole Ownership,,2115 HASTE ST APT 107,,BERKELEY,CA,94704-2010,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015763,ELECTRICAL CONTRACTOR,Construction or Contractor,ELECTRICAL ASSISTANCE INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,,1040 3RD ST APT A,,NOVATO,CA,94945-7713,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 185303800,,,BL-016525,RENTAL PROPERTY MANAGEMENT,Rental of Real Property,"1411 SAN PABLO AVENUE, LLC",531110 - Lessors of Residential Buildings and Dwellings,L,2,LLC,,2983 DWIGHT WAY,,BERKELEY,CA,94704-2518,Business Owner,2983 DWIGHT WAY,BERKELEY,CA,94704,"2983 DWIGHT WAY
BERKELEY, CA 94704
(37.866141, -122.246808)"
060 239202100,No,No,BL-050056,LEGAL SERVICES,Professional SemiProfessional,STONE BUSINESS LAW,541110 - Offices of Lawyers,P,1,Corporation,STONE BUSINESS LAW,1380 CURTIS ST STE B,,BERKELEY,CA,94702,Business Owner,1380   CURTIS ST B,BERKELEY,CA,94702,"1380 CURTIS ST B
BERKELEY, CA 94702
(37.879123, -122.290871)"
,No,No,BL-053177,SALES OF CABINETS,Manufacturing,ACPRODUCTS INC,337110 - Wood Kitchen Cabinet and Countertop Manufacturing,M,0,Corporation,ACPRODUCTS INC,3551 PLANO PKWY STE 200,,THE COLONY,TX,75056-7600,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, TX 94704"
055 183600603,Yes,No,BL-027519,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,WONG WILLIAM/FRANKLIN/HENRY,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,WONG WILLIAM/FRANKLIN/HENRY,1128 SPRUCE ST,,BERKELEY,CA,94707,Business Owner,2600   TELEGRAPH AVE,BERKELEY,CA,94704,"2600 TELEGRAPH AVE
BERKELEY, CA 94704
(37.862915, -122.258707)"
